semanticResourceURN;bcpg:lvType;bcpg:lvCode;bcpg:lvValue;bcpg:lvValue_fr;Definition;resourceSubTypeCode;Domain;ExternalLink;changeLog;Status;Version
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:FAIRTRADE_CASHEW_NUTS;PackagingMarkedLabelAccreditationCode;FAIRTRADE_CASHEW_NUTS;Fairtrade Sourced Ingredient Cashew Nuts;Noix de cajou, ingrédients issus du commerce équitable;These white Marks indicate that the ingredient named on the tab has been sourced as Fairtrade, such as Cashew Nuts used in a package of mixed nuts. (This is different from the black FAIRTRADE Mark, which signifies that all the ingredients that are available as Fairtrade are Fairtrade certified).;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:FAIRTRADE_CINNAMON;PackagingMarkedLabelAccreditationCode;FAIRTRADE_CINNAMON;Fairtrade sourced ingredient cinnamon;Cannelle, ingrédient d'origine équitable;These white Marks indicate that the ingredient named on the tab has been sourced as Fairtrade, such as Fairtrade Cinnamon in a breakfast cereal. (This is different from the black FAIRTRADE Mark, which signifies that all the ingredients that are available as Fairtrade are Fairtrade certified).;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:FAIRTRADE_COCOA;PackagingMarkedLabelAccreditationCode;FAIRTRADE_COCOA;Fairtrade Sourced Ingredient Cocoa;Cacao, ingrédient d'origine équitable;These white Marks indicate that the ingredient named on the tab has been sourced as Fairtrade, such as Fairtrade Cocoa in a breakfast cereal. (This is different from the black FAIRTRADE Mark, which signifies that all the ingredients that are available as Fairtrade are Fairtrade certified).;CODEVALUE;GDSN;;NEW;CURRENT;2
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:FAIRTRADE_COCONUT;PackagingMarkedLabelAccreditationCode;FAIRTRADE_COCONUT;Fairtrade Sourced Ingredient Coconut;Noix de coco, ingrédient d'origine équitable;These white Marks indicate that the ingredient named on the tab has been sourced as Fairtrade, such as Fairtrade Coconut in a breakfast cereal. (This is different from the black FAIRTRADE Mark, which signifies that all the ingredients that are available as Fairtrade are Fairtrade certified).;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:FAIRTRADE_COFFEE;PackagingMarkedLabelAccreditationCode;FAIRTRADE_COFFEE;Fairtrade sourced ingredient coffee;Café aux ingrédients issus du commerce équitable;These white Marks indicate that the ingredient named on the tab has been sourced as Fairtrade, such as Fairtrade Coffee in a milk mix product. (This is different from the black FAIRTRADE Mark, which signifies that all the ingredients that are available as Fairtrade are Fairtrade certified).;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:FAIRTRADE_COTTON;PackagingMarkedLabelAccreditationCode;FAIRTRADE_COTTON;Fair Trade Cotton;Coton équitable;These white Marks indicate that the ingredient named on the tab has been sourced as Fairtrade, such as Fairtrade Cotton in clothing. (This is different from the black FAIRTRADE Mark, which signifies that all the ingredients that are available as Fairtrade are Fairtrade certified).;CODEVALUE;GDSN;;CHANGED;CURRENT;3
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:FAIRTRADE_DRIED_APRICOTS;PackagingMarkedLabelAccreditationCode;FAIRTRADE_DRIED_APRICOTS;Fairtrade Sourced Ingredient Dried Apricots;Abricots secs à base d'ingrédients issus du commerce équitable;These white Marks indicate that the ingredient named on the tab has been sourced as Fairtrade, such as Fairtrade Dried Apricots in a breakfast cereal. (This is different from the black FAIRTRADE Mark, which signifies that all the ingredients that are available as Fairtrade are Fairtrade certified).;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:FAIRTRADE_GREEN_TEA;PackagingMarkedLabelAccreditationCode;FAIRTRADE_GREEN_TEA;Fairtrade Sourced Ingredient Green Tea;Thé vert à base d'ingrédients issus du commerce équitable;These white Marks indicate that the ingredient named on the tab has been sourced as Fairtrade, such as Fairtrade Green Tea used in drinks. (This is different from the black FAIRTRADE Mark, which signifies that all the ingredients that are available as Fairtrade are Fairtrade certified).;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:FAIRTRADE_HONEY;PackagingMarkedLabelAccreditationCode;FAIRTRADE_HONEY;Fairtrade Sourced Ingredient Honey;Miel d'ingrédient d'origine équitable;These white Marks indicate that the ingredient named on the tab has been sourced as Fairtrade, such as Fairtrade Honey in a breakfast cereal. (This is different from the black FAIRTRADE Mark, which signifies that all the ingredients that are available as Fairtrade are Fairtrade certified).;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:FAIRTRADE_LIME_JUICE;PackagingMarkedLabelAccreditationCode;FAIRTRADE_LIME_JUICE;Fairtrade Sourced Ingredient Lime Juice;Jus de citron vert, ingrédient d'origine équitable;These white Marks indicate that the ingredient named on the tab has been sourced as Fairtrade, such as Fairtrade Lime Juice in mixed juice. (This is different from the black FAIRTRADE Mark, which signifies that all the ingredients that are available as Fairtrade are Fairtrade certified).;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:FAIRTRADE_MANGO_JUICE;PackagingMarkedLabelAccreditationCode;FAIRTRADE_MANGO_JUICE;Fairtrade Sourced Ingredient Mango Juice;Jus de mangue à base d'ingrédients issus du commerce équitable;These white Marks indicate that the ingredient named on the tab has been sourced as Fairtrade, such as Fairtrade Mango Juice used in mixed juice. (This is different from the black FAIRTRADE Mark, which signifies that all the ingredients that are available as Fairtrade are Fairtrade certified).;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:FAIRTRADE_OLIVE_OIL;PackagingMarkedLabelAccreditationCode;FAIRTRADE_OLIVE_OIL;Fairtrade Sourced Ingredient Olive Oil;Huile d'olive, ingrédient d'origine équitable;These white Marks indicate that the ingredient named on the tab has been sourced as Fairtrade, such as Fairtrade Olive Oil in a dressing. (This is different from the black FAIRTRADE Mark, which signifies that all the ingredients that are available as Fairtrade are Fairtrade certified).;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:FAIRTRADE_PEPPER;PackagingMarkedLabelAccreditationCode;FAIRTRADE_PEPPER;Fairtrade Sourced Ingredient Pepper;Poivre, ingrédient d'origine équitable;These white Marks indicate that the ingredient named on the tab has been sourced as Fairtrade, such as Fairtrade Pepper used in mixed spices. (This is different from the black FAIRTRADE Mark, which signifies that all the ingredients that are available as Fairtrade are Fairtrade certified).;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:FAIRTRADE_QUINOA;PackagingMarkedLabelAccreditationCode;FAIRTRADE_QUINOA;Fairtrade Sourced Ingredient Quinoa;Quinoa, ingrédient d'origine équitable;These white Marks indicate that the ingredient named on the tab has been sourced as Fairtrade, such as Fairtrade Quinoa used in biscuits. (This is different from the black FAIRTRADE Mark, which signifies that all the ingredients that are available as Fairtrade are Fairtrade certified).;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:FAIRTRADE_RICE;PackagingMarkedLabelAccreditationCode;FAIRTRADE_RICE;Fairtrade Sourced Ingredient Rice;Riz à base d'ingrédients issus du commerce équitable;These white Marks indicate that the ingredient named on the tab has been sourced as Fairtrade, such as Fairtrade Rice in a breakfast cereal. (This is different from the black FAIRTRADE Mark, which signifies that all the ingredients that are available as Fairtrade are Fairtrade certified).;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:FAIRTRADE_ROSES;PackagingMarkedLabelAccreditationCode;FAIRTRADE_ROSES;Fairtrade Sourced Ingredient Roses;Roses à ingrédients issus du commerce équitable;These white Marks indicate that the ingredient named on the tab has been sourced as Fairtrade, such as Fairtrade Roses used in teas. (This is different from the black FAIRTRADE Mark, which signifies that all the ingredients that are available as Fairtrade are Fairtrade certified).;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:FAIRTRADE_SUGAR;PackagingMarkedLabelAccreditationCode;FAIRTRADE_SUGAR;Fair Trade Sugar;Sucre équitable;These white Marks indicate that the ingredient named on the tab has been sourced as Fairtrade, such as Fairtrade Sugar in a breakfast cereal. (This is different from the black FAIRTRADE Mark, which signifies that all the ingredients that are available as Fairtrade are Fairtrade certified).;CODEVALUE;GDSN;;CHANGED;CURRENT;3
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:FAIRTRADE_TEA;PackagingMarkedLabelAccreditationCode;FAIRTRADE_TEA;Fairtrade Sourced Ingredient Tea;Thé aux ingrédients issus du commerce équitable;These white Marks indicate that the ingredient named on the tab has been sourced as Fairtrade, such as Fairtrade Tea used in mixed drinks. (This is different from the black FAIRTRADE Mark, which signifies that all the ingredients that are available as Fairtrade are Fairtrade certified).;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:FAIRTRADE_VANILLA;PackagingMarkedLabelAccreditationCode;FAIRTRADE_VANILLA;Fairtrade Sourced Ingredient Vanilla;Vanille, ingrédient d'origine équitable;These white Marks indicate that the ingredient named on the tab has been sourced as Fairtrade, such as Fairtrade Vanilla used in tea. (This is different from the black FAIRTRADE Mark, which signifies that all the ingredients that are available as Fairtrade are Fairtrade certified).;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:FALKEN;PackagingMarkedLabelAccreditationCode;FALKEN;Falken;Falken;Falken;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:FCC;PackagingMarkedLabelAccreditationCode;FCC;Federal Communications Commission (U.S.);Commission fédérale des communications (États-Unis);The FCC is responsible for managing and licensing the electromagnetic spectrum for commercial users and for non-commercial users including: state, county and local governments. This includes public safety, commercial and non-commercial fixed and mobile wireless services, broadcast television and radio, satellite and other services. In licensing the spectrum, the Commission promotes efficient and reliable access to the spectrum for a variety of innovative uses as well as promotes public safety and emergency response.;CODEVALUE;GDSN;;NEW;CURRENT;4
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:FEDERALLY_REGISTERED_INSPECTED_CANADA;PackagingMarkedLabelAccreditationCode;FEDERALLY_REGISTERED_INSPECTED_CANADA;Federally Registered Inspected Canada;Enregistré au fédéral Inspecté Canada;Federally Registered/ Inspected in Canada;CODEVALUE;GDSN;;NEW;CURRENT;2
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:FIDELIO;PackagingMarkedLabelAccreditationCode;FIDELIO;Fidelio;Fidélio;Seal for meat from organic farming. Label owned by Fidelia Biofreiland AG.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:FINNISH_HEART_SYMBOL;PackagingMarkedLabelAccreditationCode;FINNISH_HEART_SYMBOL;Finnish Heart Symbol;Symbole du cœur finlandais;The heart symbol to inform the consumer at one glance that the product marked with this symbol is a preferred choice in its product group with regard to fat and sodium.  Finnish Heart Association www.sydanmerkki.fi;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:FISH_WISE_CERTIFICATION;PackagingMarkedLabelAccreditationCode;FISH_WISE_CERTIFICATION;Fish Wise Certification ;Certification Fish Wise;FishWise certification defines sustainable seafood as coming from sources, whether fished or farmed, that can maintain or increase production in the future without jeopardizing the structure or function of affected ecosystems.;CODEVALUE;GDSN;;NEW;CURRENT;6
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:FLAMME_VERTE;PackagingMarkedLabelAccreditationCode;FLAMME_VERTE;Flamme Verte;Flamme Verte;Flamme Verte label was launched in France in 2000 by l’Agence de l'Environnement et de la Maîtrise de l'Energie (ADEME), and manufacturers of household appliances. Its mission: to promote the use of wood processing heating appliances of which the design responds to the most demanding quality in terms of fuel efficiency and emissions. In addition, Flamme verte provides assurance that its products are environmentally friendly by emitting very few fine particles.;CODEVALUE;GDSN;;NEW;CURRENT;2
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:FLANDRIA;PackagingMarkedLabelAccreditationCode;FLANDRIA;Flandria;Flandre;Flandria is the Belgian quality label for fruits and vegetables. It is used by the six most important fruit-and-vegetable auctions grouped under LAVA. Since its inception in 1995, the Flandria label has given added value to fresh products and produce. This seal of approval guarantees concern and care for the environment during their cultivation, plus quality and freshness. ;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:FLEURS_DE_FRANCE;PackagingMarkedLabelAccreditationCode;FLEURS_DE_FRANCE;Fleurs de France;Fleurs de France;"The French agricultural organizations have created a common visual identity in order to highlight the French origin of agricultural products in this case flowers: the signatures ""Agricultural Products of France"". 

Remarkable to their elegant silhouette in a tricolor pentagon that is available for each family of products, these signatures reflect the commitment of the professionals of the sectors to value the know-how, the territories and the French jobs.

Covering a variety of productions, these signatures all have a common basis, which consists of four criteria:

Origin France of the products concerned,
The existence of specifications or regulations governing the use of the logo,
A formal commitment from the operators of the sectors concerned wishing to use these logos,
Controls performed by a third party.";CODEVALUE;GDSN;;NEW;CURRENT;9
