semanticResourceURN;bcpg:lvType;bcpg:lvCode;bcpg:lvValue;bcpg:lvValue_en;bcpg:lvValue_fr;bcpg:lvValue_de;bcpg:lvValue_nl;bcpg:lvValue_es;bcpg:lvValue_en_US;bcpg:lvValue_it;bcpg:lvValue_pt;bcpg:lvValue_sv;bcpg:lvValue_fi;changeLog;Status;Version;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_ECHEZEAUX;OriginOfWineCode;FR_BURGUNDY_ECHEZEAUX;France - Burgundy - Echezeaux;France - Burgundy - Echezeaux;France - Bourgogne - Echezeaux;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_FIXIN;OriginOfWineCode;FR_BURGUNDY_FIXIN;France - Burgundy - Fixin;France - Burgundy - Fixin;France - Bourgogne - Fixin;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_GEVREY-CHAMBERTIN;OriginOfWineCode;FR_BURGUNDY_GEVREY-CHAMBERTIN;France - Burgundy - Gevrey-Chambertin;France - Burgundy - Gevrey-Chambertin;France - Bourgogne - Gevrey-Chambertin;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_GIVRY;OriginOfWineCode;FR_BURGUNDY_GIVRY;France - Burgundy - Givry;France - Burgundy - Givry;France - Bourgogne - Givry;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_GRANDS-ECHEZEAUX;OriginOfWineCode;FR_BURGUNDY_GRANDS-ECHEZEAUX;France - Burgundy - Grands-Echezeaux;France - Burgundy - Grands-Echezeaux;France - Bourgogne - Grands-Echézeaux;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_GRIOTTE-CHAMBERTIN;OriginOfWineCode;FR_BURGUNDY_GRIOTTE-CHAMBERTIN;France - Burgundy - Griotte-Chambertin;France - Burgundy - Griotte-Chambertin;France - Bourgogne - Griotte-Chambertin;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_IRANCY;OriginOfWineCode;FR_BURGUNDY_IRANCY;France - Burgundy - Irancy;France - Burgundy - Irancy;France - Bourgogne - Irancy;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_LA GRANDE RUE;OriginOfWineCode;FR_BURGUNDY_LA GRANDE RUE;France - Burgundy - La Grande Rue;France - Burgundy - La Grande Rue;France - Bourgogne - La Grande Rue;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_LA ROMANEE;OriginOfWineCode;FR_BURGUNDY_LA ROMANEE;France - Burgundy - La Romanee;France - Burgundy - La Romanee;France - Bourgogne - La Romanée;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_LA TACHE;OriginOfWineCode;FR_BURGUNDY_LA TACHE;France - Burgundy - La Tache;France - Burgundy - La Tache;France - Bourgogne - La Tache;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_LADOIX;OriginOfWineCode;FR_BURGUNDY_LADOIX;France - Burgundy - Ladoix;France - Burgundy - Ladoix;France - Bourgogne - Ladoix;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_LATRICIERES-CHAMBERTIN;OriginOfWineCode;FR_BURGUNDY_LATRICIERES-CHAMBERTIN;France - Burgundy - Latricieres-Chambertin;France - Burgundy - Latricieres-Chambertin;France - Bourgogne - Latricières-Chambertin;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_MACON;OriginOfWineCode;FR_BURGUNDY_MACON;France - Burgundy - Macon;France - Burgundy - Macon;France - Bourgogne - Mâcon;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_MARANGES;OriginOfWineCode;FR_BURGUNDY_MARANGES;France - Burgundy - Maranges;France - Burgundy - Maranges;France - Bourgogne - Maranges;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_MARSANNAY;OriginOfWineCode;FR_BURGUNDY_MARSANNAY;France - Burgundy - Marsannay;France - Burgundy - Marsannay;France - Bourgogne - Marsannay;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_MAZIS-CHAMBERTIN;OriginOfWineCode;FR_BURGUNDY_MAZIS-CHAMBERTIN;France - Burgundy - Mazis-Chambertin;France - Burgundy - Mazis-Chambertin;France - Bourgogne - Mazis-Chambertin;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_MAZOYERES-CHAMBERTIN;OriginOfWineCode;FR_BURGUNDY_MAZOYERES-CHAMBERTIN;France - Burgundy - Mazoyeres-Chambertin;France - Burgundy - Mazoyeres-Chambertin;France - Bourgogne - Mazoyeres-Chambertin;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_MERCUREY;OriginOfWineCode;FR_BURGUNDY_MERCUREY;France - Burgundy - Mercurey;France - Burgundy - Mercurey;France - Bourgogne - Mercurey;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_MEURSAULT;OriginOfWineCode;FR_BURGUNDY_MEURSAULT;France - Burgundy - Meursault;France - Burgundy - Meursault;France - Bourgogne - Meursault;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_MONTAGNY;OriginOfWineCode;FR_BURGUNDY_MONTAGNY;France - Burgundy - Montagny;France - Burgundy - Montagny;France - Bourgogne - Montagny;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_MONTHELIE;OriginOfWineCode;FR_BURGUNDY_MONTHELIE;France - Burgundy - Monthelie;France - Burgundy - Monthelie;France - Bourgogne - Monthélie;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_MONTRACHET;OriginOfWineCode;FR_BURGUNDY_MONTRACHET;France - Burgundy - Montrachet;France - Burgundy - Montrachet;France - Bourgogne - Montrachet;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_MOREY-SAINT-DENIS;OriginOfWineCode;FR_BURGUNDY_MOREY-SAINT-DENIS;France - Burgundy - Morey-Saint-Denis;France - Burgundy - Morey-Saint-Denis;France - Bourgogne - Morey-Saint-Denis;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_MUSIGNY;OriginOfWineCode;FR_BURGUNDY_MUSIGNY;France - Burgundy - Musigny;France - Burgundy - Musigny;France - Bourgogne - Musigny;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_NUITS-SAINT-GEORGES;OriginOfWineCode;FR_BURGUNDY_NUITS-SAINT-GEORGES;France - Burgundy - Nuits-Saint-Georges;France - Burgundy - Nuits-Saint-Georges;France - Bourgogne - Nuits-Saint-Georges;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_PERNAND-VERGELESSES;OriginOfWineCode;FR_BURGUNDY_PERNAND-VERGELESSES;France - Burgundy - Pernand-Vergelesses;France - Burgundy - Pernand-Vergelesses;France - Bourgogne - Pernand-Vergelesses;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_PETIT CHABLIS;OriginOfWineCode;FR_BURGUNDY_PETIT CHABLIS;France - Burgundy - Petit Chablis;France - Burgundy - Petit Chablis;France - Bourgogne - Petit Chablis;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_POMMARD;OriginOfWineCode;FR_BURGUNDY_POMMARD;France - Burgundy - Pommard;France - Burgundy - Pommard;France - Bourgogne - Pommard;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_POUILLY-FUISSE;OriginOfWineCode;FR_BURGUNDY_POUILLY-FUISSE;France - Burgundy - Pouilly-Fuisse;France - Burgundy - Pouilly-Fuisse;France - Bourgogne - Pouilly-Fuisse;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_POUILLY-FUME OU BLANC FUME DE POUILLY;OriginOfWineCode;FR_BURGUNDY_POUILLY-FUME OU BLANC FUME DE POUILLY;France - Burgundy - Pouilly-Fume Ou Blanc Fume De Pouilly;France - Burgundy - Pouilly-Fume Ou Blanc Fume De Pouilly;France - Bourgogne - Pouilly-Fume Ou Blanc Fume De Pouilly;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_POUILLY-LOCHE;OriginOfWineCode;FR_BURGUNDY_POUILLY-LOCHE;France - Burgundy - Pouilly-Loche;France - Burgundy - Pouilly-Loche;France - Bourgogne - Pouilly-Loche;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_POUILLY-VINZELLES;OriginOfWineCode;FR_BURGUNDY_POUILLY-VINZELLES;France - Burgundy - Pouilly-Vinzelles;France - Burgundy - Pouilly-Vinzelles;France - Bourgogne - Pouilly-Vinzelles;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_PULIGNY-MONTRACHET;OriginOfWineCode;FR_BURGUNDY_PULIGNY-MONTRACHET;France - Burgundy - Puligny-Montrachet;France - Burgundy - Puligny-Montrachet;France - Bourgogne - Puligny-Montrachet;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_RICHEBOURG;OriginOfWineCode;FR_BURGUNDY_RICHEBOURG;France - Burgundy - Richebourg;France - Burgundy - Richebourg;France - Bourgogne - Richebourg;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_ROMANEE-CONTI;OriginOfWineCode;FR_BURGUNDY_ROMANEE-CONTI;France - Burgundy - Romanee-Conti;France - Burgundy - Romanee-Conti;France - Bourgogne - Romanée-Conti;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_ROMANEE-SAINT-VIVANT;OriginOfWineCode;FR_BURGUNDY_ROMANEE-SAINT-VIVANT;France - Burgundy - Romanee-Saint-Vivant;France - Burgundy - Romanee-Saint-Vivant;France - Bourgogne - Romanée-Saint-Vivant;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_RUCHOTTES-CHAMBERTIN;OriginOfWineCode;FR_BURGUNDY_RUCHOTTES-CHAMBERTIN;France - Burgundy - Ruchottes-Chambertin;France - Burgundy - Ruchottes-Chambertin;France - Bourgogne - Ruchottes-Chambertin;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_RULLY;OriginOfWineCode;FR_BURGUNDY_RULLY;France - Burgundy - Rully;France - Burgundy - Rully;France - Bourgogne - Rully;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_SAINT-AUBIN;OriginOfWineCode;FR_BURGUNDY_SAINT-AUBIN;France - Burgundy - Saint-Aubin;France - Burgundy - Saint-Aubin;France - Bourgogne - Saint-Aubin;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_SAINT-BRIS;OriginOfWineCode;FR_BURGUNDY_SAINT-BRIS;France - Burgundy - Saint-Bris;France - Burgundy - Saint-Bris;France - Bourgogne - Saint-Bris;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_SAINTE-MARIE-LA-BLANCHE;OriginOfWineCode;FR_BURGUNDY_SAINTE-MARIE-LA-BLANCHE;France - Burgundy - Sainte-Marie-La-Blanche;France - Burgundy - Sainte-Marie-La-Blanche;France - Bourgogne - Sainte-Marie-La-Blanche;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_SAINT-ROMAIN;OriginOfWineCode;FR_BURGUNDY_SAINT-ROMAIN;France - Burgundy - Saint-Romain;France - Burgundy - Saint-Romain;France - Bourgogne - Saint-Romain;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_SAINT-VERAN;OriginOfWineCode;FR_BURGUNDY_SAINT-VERAN;France - Burgundy - Saint-Veran;France - Burgundy - Saint-Veran;France - Bourgogne - Saint-Véran;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_SANTENAY;OriginOfWineCode;FR_BURGUNDY_SANTENAY;France - Burgundy - Santenay;France - Burgundy - Santenay;France - Bourgogne - Santenay;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_SAONE-ET-LOIRE;OriginOfWineCode;FR_BURGUNDY_SAONE-ET-LOIRE;France - Burgundy - Saone-Et-Loire;France - Burgundy - Saone-Et-Loire;France - Bourgogne - Saône-Et-Loire;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_SAVIGNY-LES-BEAUNE;OriginOfWineCode;FR_BURGUNDY_SAVIGNY-LES-BEAUNE;France - Burgundy - Savigny-Les-Beaune;France - Burgundy - Savigny-Les-Beaune;France - Bourgogne - Savigny-Lès-Beaune;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_VIRE-CLESSE;OriginOfWineCode;FR_BURGUNDY_VIRE-CLESSE;France - Burgundy - Vire-Clesse;France - Burgundy - Vire-Clesse;France - Bourgogne - Vire-Clesse;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_VOLNAY;OriginOfWineCode;FR_BURGUNDY_VOLNAY;France - Burgundy - Volnay;France - Burgundy - Volnay;France - Bourgogne - Volnay;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_VOSNE-ROMANEE;OriginOfWineCode;FR_BURGUNDY_VOSNE-ROMANEE;France - Burgundy - Vosne-Romanee;France - Burgundy - Vosne-Romanee;France - Bourgogne - Vosne-Romanée;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_VOUGEOT;OriginOfWineCode;FR_BURGUNDY_VOUGEOT;France - Burgundy - Vougeot;France - Burgundy - Vougeot;France - Bourgogne - Vougeot;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_BURGUNDY_YONNE;OriginOfWineCode;FR_BURGUNDY_YONNE;France - Burgundy - Yonne;France - Burgundy - Yonne;France - Bourgogne - Yonne;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_CHAMPAGNE_CHAMPAGNE;OriginOfWineCode;FR_CHAMPAGNE_CHAMPAGNE;France - Champagne - Champagne;France - Champagne - Champagne;France - Champagne - Champagne;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_CHAMPAGNE_CHIGNY_LES_ROSES;OriginOfWineCode;FR_CHAMPAGNE_CHIGNY_LES_ROSES;France - Champagne - Chigny- Les- Roses;France - Champagne - Chigny- Les- Roses;France - Champagne - Chigny- Les- Roses;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_CHAMPAGNE_COTEAUX CHAMPENOIS;OriginOfWineCode;FR_CHAMPAGNE_COTEAUX CHAMPENOIS;France - Champagne - Coteaux Champenois;France - Champagne - Coteaux Champenois;France - Champagne - Coteaux Champenois;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_CHAMPAGNE_COTEAUX DE COIFFY;OriginOfWineCode;FR_CHAMPAGNE_COTEAUX DE COIFFY;France - Champagne - Coteaux De Coiffy;France - Champagne - Coteaux De Coiffy;France - Champagne - Coteaux De Coiffy;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_CHAMPAGNE_HAUTE-MARNE;OriginOfWineCode;FR_CHAMPAGNE_HAUTE-MARNE;France - Champagne - Haute-Marne;France - Champagne - Haute-Marne;France - Champagne - Haute Marne;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_CHAMPAGNE_ROSE DES RICEYS;OriginOfWineCode;FR_CHAMPAGNE_ROSE DES RICEYS;France - Champagne - Rose Des Riceys;France - Champagne - Rose Des Riceys;France - Champagne - Rose Des Riceys;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_CHARENTES_CHARENTAIS;OriginOfWineCode;FR_CHARENTES_CHARENTAIS;France - Charentes - Charentais;France - Charentes - Charentais;France - Charentes - Charentais;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_CHARENTES_CHARENTAIS CHARENTE;OriginOfWineCode;FR_CHARENTES_CHARENTAIS CHARENTE;France - Charentes - Charentais Charente;France - Charentes - Charentais Charente;France - Charentes - Charentais Charente;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_CHARENTES_CHARENTAIS CHARENTE-MARITIME;OriginOfWineCode;FR_CHARENTES_CHARENTAIS CHARENTE-MARITIME;France - Charentes - Charentais Charente-Maritime;France - Charentes - Charentais Charente-Maritime;France - Charentes - Charentais Charente-Maritime;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_CHARENTES_CHARENTAIS ILE D’OLERON;OriginOfWineCode;FR_CHARENTES_CHARENTAIS ILE D’OLERON;France - Charentes - Charentais Ile D’Oleron;France - Charentes - Charentais Ile D’Oleron;France - Charentes - Charentais Île D'Oléron;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_CHARENTES_CHARENTAIS ILE DE RE;OriginOfWineCode;FR_CHARENTES_CHARENTAIS ILE DE RE;France - Charentes - Charentais Ile De Re;France - Charentes - Charentais Ile De Re;France - Charentes - Charentais Île De Ré;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_CHARENTES_CHARENTAIS SAINT-SORNIN;OriginOfWineCode;FR_CHARENTES_CHARENTAIS SAINT-SORNIN;France - Charentes - Charentais Saint-Sornin;France - Charentes - Charentais Saint-Sornin;France - Charentes - Charentais Saint-Sornin;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_CHARENTES_PINEAU DES CHARENTES OU PINEAU CHARENTAIS;OriginOfWineCode;FR_CHARENTES_PINEAU DES CHARENTES OU PINEAU CHARENTAIS;France - Charentes - Pineau Des Charentes Ou Pineau Charentais;France - Charentes - Pineau Des Charentes Ou Pineau Charentais;France - Charentes - Pineau Des Charentes Ou Pineau Charentais;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_COGNAC;OriginOfWineCode;FR_COGNAC;France - Cognac;France - Cognac;France - Cognac;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_COGNAC_BOIS À TERROIRS;OriginOfWineCode;FR_COGNAC_BOIS À TERROIRS;France - Cognac - Bois À Terroirs;France - Cognac - Bois À Terroirs;France - Cognac - Bois À Terroirs;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_COGNAC_BOIS ORDINAIRES;OriginOfWineCode;FR_COGNAC_BOIS ORDINAIRES;France - Cognac - Bois Ordinaires;France - Cognac - Bois Ordinaires;France - Cognac - Bois Ordinaires;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_COGNAC_BONS BOIS;OriginOfWineCode;FR_COGNAC_BONS BOIS;France - Cognac - Bons Bois;France - Cognac - Bons Bois;France - Cognac - Bons Bois;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_COGNAC_BORDERIES;OriginOfWineCode;FR_COGNAC_BORDERIES;France - Cognac - Borderies;France - Cognac - Borderies;France - Cognac - Borderies;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_COGNAC_FINS BOIS;OriginOfWineCode;FR_COGNAC_FINS BOIS;France - Cognac - Fins Bois;France - Cognac - Fins Bois;France - Cognac - Fins Bois;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_COGNAC_GRANDE CHAMPAGNE;OriginOfWineCode;FR_COGNAC_GRANDE CHAMPAGNE;France - Cognac - Grande Champagne;France - Cognac - Grande Champagne;France - Cognac - Grande Champagne;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_COGNAC_PETITE CHAMPAGNE;OriginOfWineCode;FR_COGNAC_PETITE CHAMPAGNE;France - Cognac - Petite Champagne;France - Cognac - Petite Champagne;France - Cognac - Petite Champagne;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_CORSICA;OriginOfWineCode;FR_CORSICA;France - Corsica;France - Corsica;France - Corse;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_CORSICA_AJACCIO;OriginOfWineCode;FR_CORSICA_AJACCIO;France - Corsica - Ajaccio;France - Corsica - Ajaccio;France - Corse - Ajaccio;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_CORSICA_ILE DE BEAUTE;OriginOfWineCode;FR_CORSICA_ILE DE BEAUTE;France - Corsica - Ile De Beaute;France - Corsica - Ile De Beaute;France - Corse - Île De Beauté;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_CORSICA_MUSCAT DU CAP CORSE;OriginOfWineCode;FR_CORSICA_MUSCAT DU CAP CORSE;France - Corsica - Muscat Du Cap Corse;France - Corsica - Muscat Du Cap Corse;France - Corse - Mascate Du Cap Corse;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_CORSICA_PATRIMONIO;OriginOfWineCode;FR_CORSICA_PATRIMONIO;France - Corsica - Patrimonio;France - Corsica - Patrimonio;France - Corse - Patrimonio;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_CORSICA_VIN DE CORSE OU CORSE;OriginOfWineCode;FR_CORSICA_VIN DE CORSE OU CORSE;France - Corsica - Vin De Corse Ou Corse;France - Corsica - Vin De Corse Ou Corse;France - Corse - Vin De Corse Ou Corse;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_GASCONY_ARMAGNAC_TÉNARÈZE;OriginOfWineCode;FR_GASCONY_ARMAGNAC_TÉNARÈZE;France - Gascony - Armagnac - Ténarèze;France - Gascony - Armagnac - Ténarèze;France - Gascogne - Armagnac - Ténarèze;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_GASCONY_BAS_ARMAGNAC;OriginOfWineCode;FR_GASCONY_BAS_ARMAGNAC;France - Gascony - Bas - Armagnac;France - Gascony - Bas - Armagnac;France - Gascogne - Bas - Armagnac;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_GASCONY_BLANCHE D'ARMAGNAC;OriginOfWineCode;FR_GASCONY_BLANCHE D'ARMAGNAC;France - Gascony - Blanche D'Armagnac;France - Gascony - Blanche D'Armagnac;France - Gascogne - Blanche D'Armagnac;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_GASCONY_HAUT_ARMAGNAC;OriginOfWineCode;FR_GASCONY_HAUT_ARMAGNAC;France - Gascony - Haut - Armagnac;France - Gascony - Haut - Armagnac;France - Gascogne - Haut - Armagnac;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_JURA_ARBOIS;OriginOfWineCode;FR_JURA_ARBOIS;France - Jura - Arbois;France - Jura - Arbois;France - Jura - Arbois;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_JURA_CHATEAU-CHALON;OriginOfWineCode;FR_JURA_CHATEAU-CHALON;France - Jura - Chateau-Chalon;France - Jura - Chateau-Chalon;France - Jura - Château-Chalon;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:OriginOfWineCode:FR_JURA_COTES DU JURA;OriginOfWineCode;FR_JURA_COTES DU JURA;France - Jura - Cotes Du Jura;France - Jura - Cotes Du Jura;France - Jura - Côtes du Jura;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
