COLUMNS;id;cm:name;bcpg:legalName;bcpg:legalName_en;hierarchy1;hierarchy2;bcpg:suppliers;Sodium;Magnésium;Phosphore;Potassium;Calcium;Manganèse;Fer;Cuivre;Zinc;Sélénium;Iode;Protéines;Protéines brutes (N x 6.25);Glucides;Sucres;Energie kJ, étiquetage;Energie kcal, étiquetage;Amidon;Energie kJ;Energie kcal;Polyols totaux;Fibres alimentaires;Eau;Lipides;AG saturés;AG monoinsaturés;AG polyinsaturés;Rétinol;Bêta-carotène;Vitamine D;Activité vitaminique E (en équivalents alpha-tocophérol);Vitamine C totale;Vitamine B1 ou Thiamine;Vitamine B2 ou Riboflavine;Vitamine B3 ou PP ou Niacine;Vitamine B5 ou Acide pantothénique;Vitamine B6 ou Pyridoxine;Vitamine B12 ou Cobalamines;Vitamine B9 ou Folates totaux;Alcool (éthanol);Acides organiques;Cholestérol
VALUES;CIQUAL20030;Haricot vert, cuit, CIQUAL;Haricot vert, cuit;Green beans, cooked;CIQUAL;Légumes;Table Ciqual 2012;144;22,4;36;175;56,3;< 0,287;569;0,0785;< 0,308;< 10;< 5;1,35;1,35;5,08;2,26;140;33,3;2,82;140;33,3;0;3,07;89,7;155;0,0491;0,00762;0,0921;0;137;traces;< 0,2;8;< 0,05;0,08;0,34;< 0,05;< 0,05;traces;45;0;0;108
VALUES;CIQUAL20071;Haricot vert, surgelé, cuit, CIQUAL;Haricot vert, surgelé, cuit;Green beans, frozen, cooked;CIQUAL;Légumes;Table Ciqual 2012;8;17;33;160;56;0,2;0,6;0,05;0,2;0,4;0,4;1,7;1,7;4,43;1,14;134;32;3,29;134;32;0;3,3;90;0,1;0,0303;0,00505;0,0606;0;334;0;0,12;7;0,05;0,09;0,4;49;0,06;0;47,5;0;0;123
VALUES;CIQUAL20171;Laitue romaine, crue, CIQUAL;Laitue romaine, crue;Romaine lettuce, raw;CIQUAL;Légumes;Table Ciqual 2012;1;6;29;220;21;0,3;0,6;traces;0,2;1;2;1;1;1,28;1,19;75,6;18,2;0;75,6;18,2;0;1,83;94,7;0,6;0,0395;12;159;0;5230;0;0,57;5;0,12;0,02;0,6;155;0,03;0;55;0;0;0
VALUES;CIQUAL20031;Laitue, crue, CIQUAL;Laitue, crue;Lettuce, raw;CIQUAL;Légumes;Table Ciqual 2012;13,2;12,5;21,4;175;44,7;0,26;357;0,0368;188;< 7,3;0,86;1,34;1,34;1,39;0,63;57,5;13,6;0;57,5;13,6;0;< 0,5;95,8;0,2;0,0363;0,0128;107;0;2320;0;0,57;3,67;0,0652;0,0748;351;0,14;0,0907;0;91;0;0,13;< 0,16
VALUES;CIQUAL20032;Laitue, cuite, CIQUAL;Laitue, cuite;Lettuce, cooked;CIQUAL;Légumes;Table Ciqual 2012;0;0;0;0;0;0,25;0;0,04;0,15;0,1;0,2;1,2;1,2;traces;0;50,1;12,2;0;50,1;12,2;0;3,07;95;0,14;0;0;0;0;2000;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL20499;Légume cuit (aliment moyen), CIQUAL;Légume cuit (aliment moyen);Cooked vegetable (average food);CIQUAL;Légumes;Table Ciqual 2012;150;20,2;38,4;198;44,9;0,2;1,28;0,0855;328;1,63;1,09;2,07;2,07;5,02;1,99;155;36,9;1,65;155;36,9;0;2,91;88,9;293;0,0555;0,0264;116;0;970;0;393;7,7;0,0701;0,0551;559;174;0,0752;0;48,4;0;0,0192;114
VALUES;CIQUAL20495;Légume en purée, sans pomme de terre, sans sel (aliment moyen), CIQUAL;Légume en purée, sans pomme de terre, sans sel (aliment moyen);Vegetable mashed potatoes without, without salt (average food);CIQUAL;Légumes;Table Ciqual 2012;84,7;11,8;28,3;150;47,7;291;119;156;402;743;1,74;811;811;4,84;3;124;29,6;0,25;124;29,6;0;2,15;91,1;295;0,0171;0,00343;0,0508;0;2490;0;473;1,86;25;25;255;0,18;0,0366;0;31,1;0;0;0,0394
VALUES;CIQUAL20101;Légumes, mélange surgelé, CIQUAL;Légumes, mélange surgelé;Vegetables, frozen mixture;CIQUAL;Légumes;Table Ciqual 2012;53;24;59;212;25,5;244;0,95;93;0,45;0,3;< 5;3,33;3,33;13,5;4;529;127;3;529;127;0;4,7;71,3;5,55;1,66;2,58;235;2;500;0;0;10,4;122;85;1,25;163;96;< 0,08;29;0;0;0
VALUES;CIQUAL20051;Macédoine de légumes, appertisée, égouttée, CIQUAL;Macédoine de légumes, appertisée, égouttée;Mixed vegetables, appertisée, drained;CIQUAL;Légumes;Table Ciqual 2012;358;11,1;33;210;35,5;131;1;0,0712;287;< 2,2;0,2;1,9;1,9;6,71;2,41;200;47,6;0;200;47,6;0;3;86,7;0,8;51;16;119;0;5670;0;0,77;1;0,04;0,03;0,6;143;0,05;0;3;0;0;0
VALUES;CIQUAL20099;Mâche, crue, CIQUAL;Mâche, crue;Mince, raw;CIQUAL;Légumes;Table Ciqual 2012;7,12;29,1;37,5;382;90,7;364;1,9;< 0,4;245;< 2,2;30;2,02;2,02;1,25;0;87,2;20,9;< 0,5;87,2;20,9;0;2,12;93,2;395;0,0725;0,16;118;0;874;traces;0,75;8,85;0,0665;116;0,47;255;0,1;0;107;0;0;0
VALUES;CIQUAL20066;Maïs doux, appertisé, égoutté, CIQUAL;Maïs doux, appertisé, égoutté;Sweet corn, canned, drained;CIQUAL;Légumes;Table Ciqual 2012;235;24,8;43,2;212;< 5,47;0,11;385;0,0359;424;< 0,35;712;2,95;2,95;17,8;3,54;436;103;14,3;436;103;0;3,92;72,9;1,39;164;273;509;0;66;0;0,46;3,1;0,04;0,06;1,5;0,22;0,13;0;8;0;0;0,2
VALUES;CIQUAL20049;Maïs doux, en épis, cuit, CIQUAL;Maïs doux, en épis, cuit;Sweet corn on the cob, baked;CIQUAL;Légumes;Table Ciqual 2012;1;26;77;218;3;0,2;0,45;0,04;0,4;traces;1;3,41;3,41;16,4;4,77;421;99,9;7,17;421;99,9;0;3,56;74,5;1,5;197;374;603;0;66;0;0,88;7;93;57;1,68;792;139;0;57,8;0;0;0
VALUES;CIQUAL20033;Navet, cuit, CIQUAL;Navet, cuit;Turnip, cooked;CIQUAL;Légumes;Table Ciqual 2012;11,3;8,68;26;235;37,7;< 0,108;123;0,0421;103;1;0,5;0,71;0,71;3,1;2,99;89,8;21,4;< 0,5;89,8;21,4;0;2,2;93,2;0,2;8;5;42;0;< 50;0;< 0,1;7,8;< 0,05;< 0,05;0,05;0,21;0,06;0;8,5;0;0;0
VALUES;CIQUAL20064;Navet, pelé, cru, CIQUAL;Navet, pelé, cru;Turnip, peeled, raw;CIQUAL;Légumes;Table Ciqual 2012;33,8;9,72;26,4;193;38,7;0,0467;258;0,0233;107;1,64;5,33;945;945;2,39;2,19;87,9;21,1;196;87,9;21,1;0;2,7;93;0,26;0,0055;3;0,0265;0;21,5;0;traces;18,5;45;0,0305;535;0,2;0,08;0;14;0;0;< 0,1
VALUES;CIQUAL20034;Oignon, cru, CIQUAL;Oignon, cru;Onion, raw;CIQUAL;Légumes;Table Ciqual 2012;< 39;9,16;29,7;179;31;115;143;< 0,13;0,18;< 6;2,6;1,25;1,25;7,37;5,35;182;43,2;< 0,5;182;43,2;0;1,42;88,7;585;0,0443;17;0,0537;0;< 50;0;< 0,31;6;< 0,05;< 0,05;< 0,05;0,15;0,1;0;20,5;0;0,21;1,05
VALUES;CIQUAL20035;Oignon, cuit, CIQUAL;Oignon, cuit;Onion, cooked;CIQUAL;Légumes;Table Ciqual 2012;6,4;12,8;44;218;28,9;119;0,21;< 0,162;187;< 10;1;1,04;1,04;5,36;3,82;127;30,2;< 0,5;127;30,2;0;1,4;91,5;0,2;0,0235;0,02;0,0555;0;< 50;traces;< 0,15;2,55;< 0,05;< 0,05;< 0,05;0,13;0,09;0;27;0;traces;1,3
VALUES;CIQUAL20111;Oseille, crue, CIQUAL;Oseille, crue;Sorrel, raw;CIQUAL;Légumes;Table Ciqual 2012;4;103;63;390;44;349;2,4;131;0,2;0,9;0,4;2;2;0,3;traces;88,2;21,3;0,1;88,2;21,3;0;2,9;93;0,7;0;0;0;0;0;0;0;48;0,04;0,1;0,5;41;122;0;152;0;0;0
VALUES;CIQUAL20112;Oseille, cuite à l'eau, CIQUAL;Oseille, cuite à l'eau;Sorrel, boiled;CIQUAL;Légumes;Table Ciqual 2012;3;89;52;321;38;0,2;2,08;0,1;0,2;0,8;0,2;1,83;1,83;2,93;2,8;92;22;0,1;92;22;0;0,7;93,6;0,14;0,0254;0,00896;0,0749;0;2150;0;0;26,3;0,03;0,09;0,41;0,03;0,1;0;94;0;0;0
VALUES;CIQUAL20036;Petit pois, appertisé, égoutté, CIQUAL;Petit pois, appertisé, égoutté;Pea, canned, drained;CIQUAL;Légumes;Table Ciqual 2012;259;20,2;49;103;23,9;0,23;1,48;105;671;< 0,005;2,03;5,36;5,36;12,7;1,77;368;87,3;6,51;368;87,3;0;5,75;74,7;0,4;149;112;123;0;371;0;0,22;12;0,12;0,08;1,42;157;0,0515;0;49,5;0;0;0,5
VALUES;CIQUAL20037;Petit pois, cuit, CIQUAL;Petit pois, cuit;Peas, cooked;CIQUAL;Légumes;Table Ciqual 2012;167;31,6;96;133;33,5;< 0,4;1,19;< 0,181;827;0,95;2;5,18;5,18;8,27;3,86;297;70,8;2,8;297;70,8;0;6;79,2;555;39;19;102;0;414;traces;< 0,21;8,9;0,13;0,05;0,4;< 0,05;< 0,05;traces;44;0;0;0
VALUES;CIQUAL20093;Petits pois et carottes, appertisés, égouttés, CIQUAL;Petits pois et carottes, appertisés, égouttés;Peas and carrots, canned, drained;CIQUAL;Légumes;Table Ciqual 2012;244;18;53,5;127;29;357;1,18;103;0,58;0;2;2,78;2,78;8,92;4,49;225;53,4;3,5;225;53,4;0;2;85,1;285;49;23;129;0;3000;traces;traces;3,75;67;0,0515;941;0,12;69;0;18;0;0;0
VALUES;CIQUAL20038;Pissenlit, cru, CIQUAL;Pissenlit, cru;Dandelion, raw;CIQUAL;Légumes;Table Ciqual 2012;44,3;13,2;66;397;62,2;163;3,1;0,0667;212;< 2,2;0,4;2,85;2,85;6,9;0,71;219;52;0;219;52;0;2,7;85,3;0,85;85;7;153;0;5850;0;0;37,5;0,19;0,2;803;84;251;0;191;0;0;0
VALUES;CIQUAL20039;Poireau, cru, CIQUAL;Poireau, cru;Leek, raw;CIQUAL;Légumes;Table Ciqual 2012;11,2;8,02;32,9;281;27,4;123;752;45;218;658;273;2,08;2,08;3,35;3,35;122;29,2;0;122;29,2;0;2,46;90,9;0,28;0,0463;6;139;0;140;0;0,92;17;0,08;0,08;533;0,13;347;0;91,5;0;0;< 0,44
VALUES;CIQUAL20040;Poireau, cuit, CIQUAL;Poireau, cuit;Leeks, cooked;CIQUAL;Légumes;Table Ciqual 2012;3;8,44;20;148;25,3;< 0,2;< 0,759;< 0,211;< 0,2;1;0,2;0,81;0,81;3,28;2,11;103;24,6;< 0,5;103;24,6;0;3,2;92,1;0,2;27;3;111;0;94;0;495;4,15;< 0,05;< 0,05;< 0,05;< 0,05;0,06;0;54,5;0;0;< 0,53
VALUES;CIQUAL20087;Poivron rouge, cru, CIQUAL;Poivron rouge, cru;Red pepper, raw;CIQUAL;Légumes;Table Ciqual 2012;6,76;10,9;26,7;187;8,72;0,15;395;45;0,14;19,2;1;1;1;5,73;4,2;144;34,3;0;144;34,3;0;1,9;90,4;0,4;55;0,0075;148;0;790;0;0,8;162;0,01;0,03;1,3;0,08;0,36;0;31;0;0;0
VALUES;CIQUAL20088;Poivron rouge, cuit, CIQUAL;Poivron rouge, cuit;Red pepper, cooked;CIQUAL;Légumes;Table Ciqual 2012;686;14;26;180;9;0,1;0,63;0,01;0,2;traces;1;1,1;1,1;5,74;4,39;141;33,4;0;141;33,4;0;1,2;89,5;0,4;0,0455;11;138;0;1520;0;0,9;81;0,01;0,03;0,9;0,06;0,31;0;11;0;0;0
VALUES;CIQUAL20085;Poivron vert, cru, CIQUAL;Poivron vert, cru;Green pepper, raw;CIQUAL;Légumes;Table Ciqual 2012;< 10,7;9,59;16,6;159;11;0,0938;315;0,0533;117;< 6,7;0,7;0,8;0,8;3,08;1,93;89,2;21,3;0;89,2;21,3;0;1,52;93,9;0,3;0,0565;8;106;0;208;0;0,8;120;0,0455;0,0265;0,54;0,08;0,3;0;33;0;0;0
VALUES;CIQUAL20086;Poivron vert, cuit, CIQUAL;Poivron vert, cuit;Green pepper, cooked;CIQUAL;Légumes;Table Ciqual 2012;70;10;23;140;9;0,1;0,4;0,03;0,2;traces;1;1;1;4,39;3,19;120;28,5;0;120;28,5;0;1,2;92,6;0,5;29;13;106;0;264;0;0,8;69;0,01;0,02;traces;79;0,26;0;19;0;0;0
VALUES;CIQUAL20041;Poivron, vert, jaune ou rouge, cru, CIQUAL;Poivron, vert, jaune ou rouge, cru;Pepper, green, yellow or red, raw;CIQUAL;Légumes;Table Ciqual 2012;2;10;23,5;194;13;0,12;0,58;0,07;0,16;0,1;1;0,9;0,9;4,2;4,2;112;27;0;112;27;0;1,8;92;0,3;0,0341;0,00825;103;0;834;0;0,65;120;0,06;0,05;505;0,08;0,26;0;23;0;0;0
VALUES;CIQUAL20042;Poivron, vert, jaune ou rouge, cuit, CIQUAL;Poivron, vert, jaune ou rouge, cuit;Pepper, green, yellow or red, cooked;CIQUAL;Légumes;Table Ciqual 2012;2;10;18;166;9;0,12;0,46;0,07;0,12;0,1;1;0,92;0,92;4,8;4,7;122;29;0,1;122;29;0;1,2;91,9;0,4;0,0455;11;138;0;750;0;0,8;74,4;0,06;0,03;0,48;0,08;0,23;0;16;0;0;0
VALUES;CIQUAL20043;Potiron, appertisé, égoutté, CIQUAL;Potiron, appertisé, égoutté;Pumpkin, canned, drained;CIQUAL;Légumes;Table Ciqual 2012;123;15;26;206;23;99;0,87;73;0,14;0;0,7;0,75;0,75;14,9;3,3;288;68,1;0;288;68,1;0;1,9;81,8;0,19;0,0865;0,0195;33;0;6940;0;0,1;4,2;24;37;283;0,4;56;0;15,5;0;0;0
VALUES;CIQUAL20096;Potiron, cuit, CIQUAL;Potiron, cuit;Pumpkin, cooked;CIQUAL;Légumes;Table Ciqual 2012;9,3;5,9;15,8;223;25,9;0,0495;< 1;0,0805;185;0;0,7;0,6;0,6;1,9;0,6;57,2;13,6;< 0,5;57,2;13,6;0;1,6;95,3;< 0,1;0,0585;0,0145;17;0;2050;0;0,3;0,7;0,0305;59;0,37;0,35;< 0,05;0;29,2;0;0;0
VALUES;CIQUAL20127;Pourpier, cru, feuilles, CIQUAL;Pourpier, cru, feuilles;Purslane, vintage sheets;CIQUAL;Légumes;Table Ciqual 2012;45;77,5;42;442;90;303;1,7;113;0,17;0;0,4;1,75;1,75;755;traces;66,9;16,1;0,1;66,9;16,1;0;2,12;93,9;0,2;0,0384;0,0032;0,0704;0;0;0;0;21;0,0535;7,06;0,64;36;112;0;12;0;0;0
VALUES;CIQUAL20089;Radis noir, cru, CIQUAL;Radis noir, cru;Black radish, raw;CIQUAL;Légumes;Table Ciqual 2012;8,6;11;29;312;53,8;< 0,1;0,15;< 0,1;0,14;0,3;10;2,8;2,8;0,6;0;74,8;17,8;< 0,5;74,8;17,8;0;1,9;93,6;< 0,1;0;0;0;0;< 50;0;< 0,1;6,4;< 0,05;< 0,05;1,2;0,21;0,06;0;36;0;0;0
VALUES;CIQUAL20045;Radis rouge, cru, CIQUAL;Radis rouge, cru;Red radish, raw;CIQUAL;Légumes;Table Ciqual 2012;22,1;11,2;17,3;287;30,6;0,0502;603;0,0179;134;< 2;1;0,76;0,76;1,77;1,77;55;13,1;0;55;13,1;0;1,1;95,4;< 0,1;0,0292;0,0165;0,0465;0;2;0;0;17;0,0207;33;301;178;67;0;51,5;0;0,1;< 0,19
VALUES;CIQUAL25604;Salade verte, sans assaisonnement, CIQUAL;Salade verte, sans assaisonnement;Green salad without dressing;CIQUAL;Légumes;Table Ciqual 2012;13,6;20;23,5;320;48,7;246;852;< 0,163;186;< 10;1,19;0,7;0,7;2,31;1,7;65,3;15,5;< 0,5;65,3;15,5;0;1,3;95,1;0,1;0,0182;0,0064;0,0535;0;2000;< 0,5;0,17;1,95;41;< 0,04;135;< 0,16;52;0;42,2;0;0;< 0,5
VALUES;CIQUAL20081;Salsifis, appertisé, égoutté, CIQUAL;Salsifis, appertisé, égoutté;Salsify, canned, drained;CIQUAL;Légumes;Table Ciqual 2012;385;8,9;0;173;21;0;0;0;0;0,6;0,2;1,5;1,5;3,66;1,31;119;28,3;2,35;119;28,3;0;2,5;91,4;0,3;0,0911;0,00667;164;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL20046;Salsifis, cuit, CIQUAL;Salsifis, cuit;Salsify, cooked;CIQUAL;Légumes;Table Ciqual 2012;16;18;56;283;47;0,21;0,55;0,01;0,3;0;0,2;2,73;2,73;7,5;2,9;196;46,3;3,3;196;46,3;0;2,1;86,8;135;41;3;74;0;0;0;0;1;56;173;392;276;0,05;0;25;0;0;0
VALUES;CIQUAL20090;Scarole, crue, CIQUAL;Scarole, crue;Endive, raw;CIQUAL;Légumes;Table Ciqual 2012;16;14;34;350;65,5;0,42;0,83;99;0,79;0,6;0,4;1,4;1,4;0,95;0,7;74;17,8;0,2;74;17,8;0;3,1;92,9;0,25;48;4;88;0;2000;traces;traces;9,75;0,09;138;0,3;0,9;0,02;0;97;0;0;0
VALUES;CIQUAL20172;Tomate cerise crue, CIQUAL;Tomate cerise crue;Raw cherry tomato;CIQUAL;Légumes;Table Ciqual 2012;13;11;30;290;11;0,1;0,4;0,06;0,2;traces;2;0,8;0,8;5;3;124;29,4;0,03;124;29,4;0;1,3;92;< 0,8;0,0178;0,0191;0,0529;0;792;0;1,22;28;0,06;0,04;1;0,25;0,14;0;17;0;0;0
VALUES;CIQUAL20048;Tomate entière, pelée, appertisée, égouttée, CIQUAL;Tomate entière, pelée, appertisée, égouttée;Whole tomato, peeled, appertisée, drained;CIQUAL;Légumes;Table Ciqual 2012;203;9,66;19;240;14,8;0,0819;0,97;0,0635;109;< 2,2;3;0,92;0,92;1,93;1,93;68,3;16,2;0;68,3;16,2;0;1,27;94,6;< 0,2;0,0403;0,0395;116;0;207;0;1,22;12;45;0,0412;741;155;107;0;11;0;0,46;225
VALUES;CIQUAL20047;Tomate fraîche, CIQUAL;Tomate fraîche;Fresh tomato;CIQUAL;Légumes;Table Ciqual 2012;3,29;10,1;19,3;251;8,24;0,0711;151;0,0326;< 0,221;< 0,3;2;0,8;0,8;1,72;1,68;68,8;16,4;0;68,8;16,4;0;1,41;94,5;0,26;48;0,0356;0,13;0;840;0;1,11;14,3;0,06;0,04;0,6;0,27;0,08;0;20,5;0;0,39;< 0,11
VALUES;CIQUAL20068;Tomate, concentré, CIQUAL;Tomate, concentré;Tomato concentrate;CIQUAL;Légumes;Table Ciqual 2012;108;63,3;103;1330;45,6;< 0,1;1,2;< 0,1;< 0,1;0,4;20,9;3,27;3,27;16,3;14,7;386;91,5;0,0733;386;91,5;0;4,25;72;0,53;0,08;0,0723;213;0;784;0;5,7;2,6;0,08;0,1;2,2;0,2;0,09;0;84;0;0;0
VALUES;CIQUAL20169;Tomate, pulpe, appertisée, CIQUAL;Tomate, pulpe, appertisée;Tomato pulp appertisée;CIQUAL;Légumes;Table Ciqual 2012;88,1;20;32;293;34;183;1,3;183;0,27;0;2,2;1,64;1,64;4,74;3,5;131;31,2;0;131;31,2;0;1,9;89,4;< 0,1;0,04;43;113;0;734;0;0;9,2;75;52;1,22;278;0,15;0;13;0;0,46;0
VALUES;CIQUAL20170;Tomate, purée, CIQUAL;Tomate, purée;Tomato puree;CIQUAL;Légumes;Table Ciqual 2012;350;24,3;38,6;799;32,6;164;1,13;218;0,28;0,4;2,2;1,65;1,65;3,12;3,12;133;31,7;traces;133;31,7;0;1,9;89,5;< 1,3;29;31;86;0;1580;0;2,3;9,53;0,0717;0,0633;1,39;345;162;0;41,5;0;1;0
VALUES;CIQUAL20050;Topinambour, cuit, CIQUAL;Topinambour, cuit;Jerusalem artichoke, cooked;CIQUAL;Légumes;Table Ciqual 2012;35,9;14,1;64;452;32,9;< 0,1;0,2;< 0,12;0,22;0;0,1;2;2;12,8;9,6;300;71,2;< 0,5;300;71,2;0;2,85;80,2;0,7;0;4;1;0;< 50;0;195;2,6;< 0,05;0,03;0,05;0,38;0,04;0;28,6;0;0;0
VALUES;CIQUAL20500;Fève, cuite, CIQUAL;Fève, cuite;Beans, cooked;CIQUAL;Légumes secs;Table Ciqual 2012;20;19;100;190;18;0,2;0,8;0,13;0,7;0;4;5,1;5,1;6,05;1,82;254;60,6;0;254;60,6;0;4,4;82,8;0,8;104;0,0495;233;0;9;0;0,4;20;0,03;0,06;3;1,34;0,08;0;32;0;0;1,15
VALUES;CIQUAL20511;Haricot blanc, appertisé, égoutté, CIQUAL;Haricot blanc, appertisé, égoutté;White beans, canned, drained;CIQUAL;Légumes secs;Table Ciqual 2012;405;25,7;91;270;68,3;515;2,99;232;1,12;0;3;7,26;7,26;11,8;0,29;397;94,3;0;397;94,3;0;6,82;72,4;495;76;26;126;0;0;0;0;0;96;37;113;185;75;0;65;0;0;167
VALUES;CIQUAL20502;Haricot blanc, cuit, CIQUAL;Haricot blanc, cuit;White beans, cooked;CIQUAL;Légumes secs;Table Ciqual 2012;77,5;60,6;100;310;55,2;571;1,7;218;956;3,55;3;8,42;8,42;13,6;758;437;104;12,9;437;104;0;6,3;69,6;325;91;31;152;0;0;traces;0,07;traces;118;46;0,14;229;93;0;81;0;0;0
VALUES;CIQUAL20508;Haricot flageolet, appertisé, égouttés, CIQUAL;Haricot flageolet, appertisé, égouttés;Flageolet beans, canned, drained;CIQUAL;Légumes secs;Table Ciqual 2012;347;30;62,8;268;45,4;< 0,4;1,56;< 0,191;< 0,72;< 3,1;2,86;4,07;4,07;11,7;728;354;84,4;10,9;354;84,4;0;7,12;74,9;0,79;66;16;139;0;< 50;traces;0,37;< 1;0,07;0,16;0,79;< 0,05;0,05;0;24;0;0;72
VALUES;CIQUAL20503;Haricot rouge, cuit, CIQUAL;Haricot rouge, cuit;Red beans, cooked;CIQUAL;Légumes secs;Table Ciqual 2012;161;29,6;135;400;46,3;414;2,32;239;814;< 6;13;8,58;8,58;14,4;3,8;469;111;0;469;111;0;7,34;68;525;0,0817;39;284;0;0;0;0,2;1;163;0,0553;585;0,22;0,12;0;42;0;0;0
VALUES;CIQUAL20700;Légume sec, cuit (aliment moyen), CIQUAL;Légume sec, cuit (aliment moyen);Dried vegetable, cooked (average food);CIQUAL;Légumes secs;Table Ciqual 2012;223;30,7;106;219;31,2;371;1,6;189;773;12,6;2,96;6,82;6,82;14,4;1,05;426;101;13,4;426;101;0;4,95;71,9;697;0,0733;0,0534;167;2,2;13,2;0,00244;364;125;0,0957;91;638;318;197;0;19,8;0;0;262
VALUES;CIQUAL20510;Lentille, cuisinée, appertisée, égouttée, CIQUAL;Lentille, cuisinée, appertisée, égouttée;Lens, cooked, appertisée, drained;CIQUAL;Légumes secs;Table Ciqual 2012;397;14,6;82,7;106;29;0,4;1,67;0,12;0,55;2,8;3;6,4;6,4;11;899;371;88,2;10,1;371;88,2;0;4,37;75,9;1,09;158;0,0723;183;13,5;25;15;0,19;0;0,0833;0,0433;433;0,2;0,12;0;11;0;0;0
VALUES;CIQUAL20505;Lentille, cuite, CIQUAL;Lentille, cuite;Lens, cooked;CIQUAL;Légumes secs;Table Ciqual 2012;123;35,5;130;229;25,8;435;1,59;248;1,01;< 40;3;8,1;8,1;16,6;1,23;474;112;15,3;474;112;0;4,2;69,6;0,55;53;64;175;0;5;0;0,41;traces;0,11;75;0,63;474;0,28;0;20,5;0;0;415
VALUES;CIQUAL20506;Pois cassé, cuit, CIQUAL;Pois cassé, cuit;Split peas, cooked;CIQUAL;Légumes secs;Table Ciqual 2012;135;20,9;134;308;24,7;351;1,96;147;898;< 6,3;2;8,5;8,5;14;0,65;508;121;13;508;121;0;10,6;65;1,09;147;302;601;0;10;traces;0,28;traces;139;0,0597;805;0,44;0,0935;0;118;0;0;0
VALUES;CIQUAL20507;Pois chiche, cuit, CIQUAL;Pois chiche, cuit;Chickpea, cooked;CIQUAL;Légumes secs;Table Ciqual 2012;154;27,5;0;0;41,2;678;0;234;1,02;< 45,4;2;8,86;8,86;21,1;0;588;139;0;588;139;0;4,8;63,9;1,09;0;0;0;0;23;0;1,1;traces;0;0;0;0;0;0;64;0;0;0
VALUES;CIQUAL20904;Tofu, CIQUAL;Tofu;Tofu;CIQUAL;Légumes secs;Table Ciqual 2012;139;134;158;170;80,2;888;2,9;232;1,66;< 10;2;11,5;12,6;1,64;0,8;521;125;0;502;120;0;0,5;77,7;7,43;696;1,28;3,72;0;39,5;0;0,48;0,0333;0,0737;44;498;78;0,0557;0;17,3;0;0;0
VALUES;CIQUAL1009;Apéritif à la gentiane, CIQUAL;Apéritif à la gentiane;Gentian aperitif;CIQUAL;Liqueurs et alcools;Table Ciqual 2012;0;0;0;0;0;0;0;0;0,03;0;1,2;0;0;16,5;0;628;150;0;628;150;0;0;71,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0
VALUES;CIQUAL1001;Eau de vie, CIQUAL;Eau de vie;Brandy;CIQUAL;Liqueurs et alcools;Table Ciqual 2012;1,75;0;0;1,89;0;0;0;0,0691;0,0193;0;1,2;0;0;789;129;982;237;0;982;237;0;0;65,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33,4;0;0
VALUES;CIQUAL1002;Gin, CIQUAL;Gin;Gin;CIQUAL;Liqueurs et alcools;Table Ciqual 2012;2;0;0;0;0;0;0,07;0,00167;2;0;1;0;0;0;0;1100;265;0;1100;265;0;0;62,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,9;0;0
VALUES;CIQUAL1003;Liqueur, CIQUAL;Liqueur;Liqueur;CIQUAL;Liqueurs et alcools;Table Ciqual 2012;3,25;6,4;6,4;28,5;7,67;0,0192;413;0,0814;115;0;1;0;0;24,8;23,8;825;196;0;825;196;0;0;61,2;0;0;0;0;0;10;0;0;0;0;0;0;0;0;16;0;13,9;0;0
VALUES;CIQUAL1000;Pastis, CIQUAL;Pastis;Pastis;CIQUAL;Liqueurs et alcools;Table Ciqual 2012;2;0;0;2;0;0;0;0;0,02;0;1;0;0;2,81;2,33;1140;274;0;1140;274;0;0;59,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,5;0;0
VALUES;CIQUAL1004;Rhum, CIQUAL;Rhum;Rum;CIQUAL;Liqueurs et alcools;Table Ciqual 2012;1;0;3;2;0;18;0,0867;59;62;0;1;0;0;0;0;1000;242;0;1000;242;0;0;63,4;0;0;0;0;0;0;0;0;0;0,00533;0,00133;0,00433;0;0,000333;0;0;34,5;0;0
VALUES;CIQUAL1008;Vodka, CIQUAL;Vodka;Vodka;CIQUAL;Liqueurs et alcools;Table Ciqual 2012;458;48,3;157;35;0,1;6;2,6;2,8;1,17;0;1;0;0;0;0;988;239;0;988;239;0;0;66,7;0,92;0;0;0;0;0;< 0,5;0;0;0,00867;8;0,00433;0;28;0,92;0;32,9;0;0
VALUES;CIQUAL1005;Whisky, CIQUAL;Whisky;Whiskey;CIQUAL;Liqueurs et alcools;Table Ciqual 2012;544;99;4,86;2,22;0,68;8;0,0446;0,0424;0,0427;0;1,5;0;0;0;0;986;238;0;986;238;0;0;63,4;0;0;0;0;0;0;0;0;0;0,01;0,00308;0,03;0;0;0;0;34;0;0
