COLUMNS;cm:name;id;bcpg:supplier;bcpg:productState;Water;Total nitrogen;Protein;Total lipid (fat);Carbohydrate, by difference;Energy kcal;Energy kJ;Starch;Oligosaccharide;Sugars, total;Glucose;Galactose;Fructose;Sucrose;Maltose;Lactose;Alcohol (ethanol);NSP Fiber;Fiber, total dietary;Fatty acids, total saturated;Total omega 6 fatty acids;Total omega 3 fatty acids;Fatty acids, total monounsaturated;Fatty acids, total polyunsaturated;Total trans fatty acids;Cholesterol;Sodium, Na;Potassium, K;Calcium, Ca;Magnesium, Mg;Phosphorus, P;Iron, Fe;Copper;Zinc, Zn;Chloride;Manganese;Selenium;Iodine;Retinol;Beta-carotene;Vitamin A retinol equivalents;Vitamin D;Vitamin E;Vitamin K (phylloquinone);Thiamin;Riboflavin;Niacin;Tryptophan/60;Niacine (derived equivalents);Vitamin B-6;Vitamin B-12;Food Folate;Panto acid;Vitamin B7 (Biotin);Vitamin C, total ascorbic acid
VALUES; Pâtes, raviolis, garniture à la viande, en conserve à la sauce tomate;11-736;CoFID Table;ToValidate;78.4;0.41;2.3;1.4;14.8;77;328;11.4;;3.4;1;;0.9;1.1;0.4;0;0;1.6;1.1;0.46;260;20;0.5;0.28;0.02;1.3;260;137;14;11;39;0.8;;0.4;400;0.17;3;;0;78;13;;0.41;;0.07;0.06;0.8;0.6;1.4;0.09;;3;0.2;6;
VALUES; Pâtes, spaghetti, en conserve, à la sauce tomate;11-735;CoFID Table;ToValidate;80.5;0.37;2.1;0.3;16.2;72;306;10.7;;5.5;1.3;;1.4;2.4;0.4;0;0;1.3;0.9;0.05;110;10;0.04;0.12;;0;190;122;13;9;27;0.57;;0.2;300;0.11;2;;0;88;15;0;0.29;;0.09;0.01;0.9;0.3;1.2;0.06;;4;0.2;1;
VALUES; Pâtes, blanches, torsades, fusilli, séchées, bouillies dans de l'eau non salée;11-720;CoFID Table;ToValidate;58.3;0.85;4.8;0.4;32.9;146;623;32.3;;0.6;;;;;0.6;0;0;2.7;2.6;0.06;140;10;0.05;0.15;;0;5;40;25;22;77;0.71;0.19;0.6;50;0.37;6;4;0;0;0;0;0.08;;;0.03;1.1;1.3;2.4;0.02;0;5;0.3;;0
VALUES;Pâtes blanches, séchées, bouillies dans de l'eau non salée;11-1129;CoFID Table;ToValidate;55.2;0.97;5.5;0.8;37.2;169;718;36.1;;1.1;0.1;;0.1;0.2;0.7;0;0;1.8;2.5;0.11;300;20;0.09;0.32;;0;1;114;12;23;88;0.78;0.15;0.6;49;0.44;11;;0;0;0;0;0.15;;0.08;0.01;1.6;1.2;2.8;0.07;0;9;0.39;0.5;0
VALUES; Pâtes, blanches, séchées, crues;11-716;CoFID Table;ToValidate;8.7;1.98;11.3;1.6;75.6;343;1461;73.5;;2.1;0.1;;0.2;0.3;1.5;0;0;3.7;;0.23;620;40;0.18;0.65;;0;2;232;24;47;179;1.59;0.3;1.2;100;0.77;22;;0;0;0;0;0.3;0.21;0.17;0.03;3.3;2.4;5.7;0.14;0;19;0.8;1;0
VALUES; Pâtes, blanches, spaghetti, séchées, bouillies dans de l'eau non salée;11-722;CoFID Table;ToValidate;64.9;0.78;4.4;0.6;31.5;141;601;30.5;;1;;;0.1;;0.9;0;0;1.5;1.7;0.09;230;10;0.07;0.25;;0;3;41;27;21;66;0.63;;0.5;55;0.33;8;;0;0;0;0;0.11;0.05;0.08;0.01;0.9;0.8;1.7;0.01;0;8;0.2;1;0
VALUES; Pâtes, blanches, torsades, fusilli, séchées, bouillies dans de l'eau salée;11-721;CoFID Table;ToValidate;60;0.88;5;0.7;32.9;150;637;32.3;0;0.6;;;;;0.6;0;0;2.7;2.6;0.11;250;20;0.09;0.26;;0;174;40;25;22;77;0.71;0.19;0.6;324;0.37;6;4;0;0;0;0;0.08;;;0.03;1.1;1.3;2.4;0.02;0;5;0.3;;0
VALUES; Pâtes, blé entier, spaghetti, séchées, bouillies dans de l'eau non salée;11-723;CoFID Table;ToValidate;63.7;0.9;5.2;1.1;27.5;134;569;27.5;;;;;;;;0;0;4.4;4.2;0.17;0;0;0.13;0.46;;0;5;82;31;46;124;1.48;0.26;1.2;50;1.14;6;;0;0;0;0;0.25;;0.11;0.02;1.8;1.2;3;0.02;0;8;0.3;2;0
VALUES; Pâtes, blé entier, spaghetti, séchées, crues;11-718;CoFID Table;ToValidate;9.5;2.15;12.6;2.5;68.3;329;1400;64.4;;3.9;0.4;;0.4;0.5;2.6;0;0;8.1;11.7;0.4;0;0;0.3;1.1;;0;3;426;39;103;333;3.25;0.54;2.8;118;2.54;15;;0;0;0;0;0.6;;0.33;0.06;5.6;3.2;8.8;0.31;0;29;0.8;4;0
VALUES; Pastichio;15-835;CoFID Table;ToValidate;66;1.14;7;6.3;17.2;150;630;15.1;;2.8;0.6;;0.6;0.3;0.1;1.1;;1.6;;3.71;0;0;1.65;0.38;0.2;33.1;89;229;83;23;122;1.39;0.15;0.9;173;0.14;5;;69;133;91;0.2;;;0.1;0.14;0.8;1.4;2.2;0.13;0.4;11;0.56;;7
VALUES; Pâtisseries, Asiatique;11-230;CoFID Table;ToValidate;6.9;1.11;6.3;39.1;43;538;2242;20.4;;22.6;;;;;;;;;;;0;0;;;;;190;170;160;19;130;0.9;0.15;0.6;50;0.2;;;;;;;;;0.09;0.16;0.4;1.2;1.6;;0;;;;0
VALUES; Pâtisseries, éclairs au chocolat, fourrés à la crème, vente au détail;11-844;CoFID Table;ToValidate;34.5;0.97;6.1;28.5;28.2;387;1609;4.2;;24;2.7;;;18.4;;2.9;0;1;1.4;13.59;2060;740;9.72;2.8;0.42;136.2;125;161;83;22;120;1.8;0.1;0.6;200;0.21;6;12;240;90;255;0.3;1.25;;0.1;0.19;0.3;1.2;1.5;0.03;0.3;11;0.3;5;
VALUES; Pâtisseries, éclairs au chocolat, frais, maison;11-1064;CoFID Table;ToValidate;35.1;0.67;4.1;24.7;38;381;1590;11.9;;26;;;;25.5;0;0.5;;0.7;;13.23;0;0;7.71;1.72;0.53;90.9;86;96;39;15;71;0.86;0.11;0.5;136;0.17;5;;;188;;;;;0.05;0.13;0.3;0.9;1.2;0.04;0.6;8;0.29;3.6;
VALUES; Pâtisseries fourrées à la crème, vente au détail;11-843;CoFID Table;ToValidate;29.8;0.57;3.3;27.4;41.4;415;1731;14.1;;27.3;2.7;;1;20.8;1.6;1.2;0;0.9;2.9;16.05;1370;250;7.4;1.62;0.42;52.3;205;94;68;10;86;0.47;;0.3;250;0.2;3;10;183;136;206;;1.66;;0.05;0.05;0.4;0.7;1.1;0.03;0.2;6;0.2;2.4;1
VALUES; Pâtisseries, danoises, commerce de détail;11-841;CoFID Table;ToValidate;20;0.85;4.9;29.2;43.6;446;1861;26.3;;17.3;3.3;;2.7;9.6;1.7;;;1.5;2.1;11.83;3720;670;11.45;4.39;0.06;19.4;233;136;52;17;74;0.82;0.12;0.7;310;0.44;4;;191;81;205;;3.98;;0.08;0.03;0.8;0.9;1.8;0.04;0.1;21;0.32;3.6;0
VALUES; Pâtisseries grecques, baklava, vente au détail;11-842;CoFID Table;ToValidate;10.8;1.18;6.7;25.1;54.1;456;1909;25.1;;29;9.7;;8.6;9;1.7;;0;1.6;2;9.65;3570;200;10.12;3.77;0.21;20.1;163;180;48;49;119;1.63;0.35;1;205;0.6;5;;;;;;3.03;;0.09;0.04;1;1;2;;;9;0.2;6.4;
VALUES; Pâtisserie, fromage, pâte brisée, maison;11-992;CoFID Table;ToValidate;15.3;2.15;13.2;32.4;39.2;491;2049;38.7;;0.5;;;;0.2;0;0.2;0;1.6;1.9;20.16;0;0;8.37;1.17;1.18;84.5;394;117;303;21;233;1.04;0.08;1.7;663;0.35;3;19;353;194;385;0.3;0.9;;0.14;0.15;0.8;3.3;4.1;0.12;0.9;13;0.35;2.4;
VALUES; Pâtisserie, choux, cuisinés, maison;11-1049;CoFID Table;ToValidate;42.6;1.4;8.4;18.1;31.1;313;1309;30.9;;0.2;;;;0.2;0;;;1.3;1.5;5.82;0;0;7.83;2.92;0.03;136.6;204;126;57;14;114;1.41;0.08;0.7;330;0.28;10;;;131;;;;0.29;0.11;0.19;0.6;2.1;2.7;0.09;1.1;12;0.52;8.2;0
VALUES; Pâtisserie, choux, crus, maison;11-1048;CoFID Table;ToValidate;62.7;0.91;5.5;11.8;20.2;203;851;20.1;;0.2;;;;0.1;0;;;0.9;1;3.78;0;0;5.09;1.89;0.02;88.8;132;82;37;9;74;0.92;0.05;0.5;215;0.18;7;;;85;14;;;0.19;0.09;0.15;0.4;1.4;1.8;0.08;0.7;16;0.45;5.4;0
VALUES; Pâtisserie, filo, détail, cuite;11-856;CoFID Table;ToValidate;3.9;1.75;10;3.8;77.1;363;1544;74;;3.1;0.2;;0.1;;2.7;;0;2.2;4.5;0.42;1380;200;1.6;1.58;;2;460;156;141;23;102;1.94;;0.6;650;0.65;6;;0;;;0;0.39;;0.26;0.03;1.2;1.8;3;0.08;0;15;0.52;2.7;
VALUES; Pâtisserie, filo, vente au détail, crue;11-855;CoFID Table;ToValidate;26.6;1.33;7.6;2.9;58.9;278;1180;56.5;;2.4;0.2;;0.1;;2.1;;0;1.7;3.4;0.32;1050;150;1.22;1.21;;1.5;350;119;108;17;78;1.48;;0.5;500;0.5;5;;0;;;0;0.3;;0.2;0.02;1;1.4;2.3;0.06;0;11;0.4;2.1;
VALUES;Pâtisserie, feuilletée, cuite, maison;11-1139;CoFID Table;ToValidate;9.4;1;5.7;37.4;48.3;540;2254;47.7;;0.6;0;;0;0.3;0.1;0.2;;2;2.4;23.46;0;0;9.45;1.4;1.28;94.9;326;120;65;15;78;1.15;0.09;0.4;584;0.42;2;17;427;271;472;0.4;1.17;;0.13;0.06;1;1.2;2.2;0.08;0.1;5;0.22;1.1;1
VALUES; Pâtisserie, feuilletée, non cuite, maison;11-1140;CoFID Table;ToValidate;31.4;0.75;4.3;28.3;36.6;409;1707;36.1;;0.5;0;;0;0.2;0;0.2;;1.5;1.8;17.76;0;0;7.15;1.06;0.97;71.9;247;91;49;11;59;0.87;0.07;0.3;442;0.31;1;13;323;205;357;0.3;0.89;;0.13;0.05;0.8;0.9;1.7;0.08;0.1;7;0.22;0.9;1
VALUES; Pâtisserie feuilletée/feuilletée, vente au détail, cuite;11-854;CoFID Table;ToValidate;13.4;1.18;6.7;33.2;42.8;486;2027;40.8;;1.9;;;;;1.9;;0;1.1;3.5;15.92;3140;460;11.98;3.6;0.03;2.7;427;112;98;13;61;1.44;;0.4;570;0.37;3;;0;;;0;2.52;;0.09;0.01;0.9;1.3;2.2;0.05;0;;0.27;2.4;
VALUES; Pâtisserie feuilletée/feuilletée, vente au détail, non cuite;11-852;CoFID Table;ToValidate;31.7;0.93;5.3;26.2;33.7;384;1600;32.2;;1.5;;;;;1.5;;0;0.9;2.8;12.56;2470;370;9.45;2.84;0.02;2.1;337;89;77;10;49;1.14;;0.3;450;0.29;2;;0;;;0;1.99;;0.07;0.01;0.7;1;1.7;0.04;0;;0.22;1.9;1
VALUES; Pâtisserie, pâte brisée, cuite, maison;11-1052;CoFID Table;ToValidate;7.9;1.16;6.6;29.9;57.1;509;2131;56.5;;0.6;;;;0.4;0.1;0.2;0;2.4;2.8;18.62;0;0;7.51;1.16;1.01;74.9;258;133;74;17;88;1.36;0.11;0.5;494;0.49;2;13;337;214;373;0.3;1.06;;0.15;0.05;1.1;1.4;2.5;0.09;0.1;6;0.25;1.3;
VALUES; Pâtisserie, pâte brisée, détail, cuite;11-853;CoFID Table;ToValidate;5.6;1.21;6.9;37.9;47.5;547;2281;46.5;;1;0.4;;;;0.6;;0;2.2;4.1;14.1;4590;1250;16.02;5.84;0.03;2.4;271;118;97;12;61;1.2;;0.4;399;0.36;4;;0;;;0;3.94;;0.1;0.01;1;1.3;2.3;0.05;0;8;0.47;2.3;
VALUES; Pâtisserie, pâte brisée, vente au détail, crue;11-851;CoFID Table;ToValidate;21.8;1;5.7;31.4;39.4;453;1889;38.5;;0.9;0.3;;;;0.5;;0;1.8;3.4;11.68;3800;1040;13.26;4.84;0.02;2;224;97;80;10;51;0.99;;0.3;330;0.29;3;;0;;;0;3.26;;0.09;0.01;0.8;1.1;1.9;0.04;0;6;0.39;1.9;1
VALUES; Pâtisserie, pâte brisée, crue, maison;11-1017;CoFID Table;ToValidate;20.5;0.99;5.7;25.5;48.8;435;1823;48.3;;0.5;;;;0.3;0.1;0.2;0;2;2.4;15.93;0;0;6.43;1;0.86;64.1;222;114;64;15;76;1.18;0.09;0.4;426;0.42;2;12;288;183;319;0.3;0.91;;0.17;0.05;1;1.2;2.2;0.11;0.1;10;0.28;1.1;
VALUES; Pâtisserie, complète, cuite, maison;11-961;CoFID Table;ToValidate;7.7;1.42;8.3;30;48.9;487;2036;47.8;;1.2;;;;0.7;0.2;0.2;0;6.1;7.1;18.36;0;0;7.43;1.59;1;74.3;257;261;29;59;205;1.73;0.26;1.4;469;1.4;4;13;334;212;369;0.3;1.13;;0.19;0.08;3.3;2.1;5.4;0.26;0.1;9;0.54;5.1;
VALUES; Pâtisserie, complète, crue, maison;11-1010;CoFID Table;ToValidate;20.2;1.22;7.2;25.9;42.3;421;1759;41.3;;1;;0;;0.6;0.2;0.2;0;5.3;6.1;15.86;0;0;6.42;1.37;0.86;64.2;222;225;25;51;177;1.5;0.23;1.2;405;1.21;3;12;289;183;320;0.3;0.97;;0.22;0.08;3;1.8;4.8;0.3;0.1;16;0.61;4.4;
VALUES; Pâté, végétal, fait maison;15-646;CoFID Table;ToValidate;44.6;0.73;4.2;19.1;30;301;1259;28.1;;1.8;0.5;;0.3;0.7;0.3;;0;2;2.8;7.08;0;0;8.04;2.96;0.01;1.2;138;169;62;12;47;0.8;0.02;0.3;218;0.25;2;;0;720;120;0;2.09;;0.11;0.01;0.7;0.8;1.5;0.06;0;13;0.36;1.3;5
VALUES; Pâté, végétal, complet, fait maison;15-836;CoFID Table;ToValidate;45.6;0.83;4.9;15.2;30.7;272;1137;28.8;;1.9;0.3;;0.3;1;0.1;0.1;;4;;9.2;0;0;3.76;0.8;0.5;37.1;131;240;28;36;119;1.07;0.15;0.8;264;0.77;2;7;167;826;305;0.2;0.69;;0.15;0.05;1.9;1.2;3.1;0.16;0.1;14;0.4;2.7;5
VALUES; Pâté, foie;19-317;CoFID Table;ToValidate;47.6;2.02;12.6;32.7;1.2;349;1443;0.8;;0.4;0.4;0;0;0;0;0;0;;0.6;9.5;2700;240;11.8;3;0.02;170;750;150;16;11;450;5.9;0.46;2.8;880;0.16;;;7300;130;7322;1.2;;0.95;0.1;1.17;1.9;2.8;4.7;0.25;8;99;2.1;14;
VALUES; Pâté, viande, réduit en gras;19-145;CoFID Table;ToValidate;65;2.88;18;12;3;191;798;1.7;;1.3;1.1;0;0;0.1;0;0.1;0;;0.8;3.5;1320;110;3.9;1.5;0.08;160;710;190;14;14;240;6.4;0.46;2.7;1180;0.16;;;5930;;5930;;0.77;;0.46;1.12;7.1;2.2;9.3;0.35;12;31;2.68;27;18
VALUES; Pâté, thon;16-451;CoFID Table;ToValidate;53.4;2.59;16.2;26.8;1.5;312;1291;1.1;;0.4;0.1;;0.1;0.2;0;0;0;;0.7;3.9;0;0;12.1;9.03;;;390;170;12;21;130;0.8;0.05;0.5;640;;;17;;;;;;;0.02;0.09;10.1;3.2;13.3;0.34;3;4;0.22;1;1
VALUES; Feuilles de Patra, crues;13-315;CoFID Table;ToValidate;84.9;0.63;4;1.5;2.6;39;165;0.4;;2.2;;0;;;0;0;;;;0.3;0;0;0.1;0.7;;0;1;680;160;39;64;1.5;0.32;0.9;60;1.8;;;0;6400;1065;0;;;0.13;0.3;0.6;0.6;1.2;;0;39;;;140
VALUES; Pavlova, caramel/chocolat, sans fruit;12-475;CoFID Table;ToValidate;26;0.61;3.8;19.7;47.4;370;1551;0.3;1.8;45.3;2.1;;0.8;40.1;1.1;1.1;;;1.1;10.83;670;150;6.84;0.98;1.34;45;67;133;44;15;48;0.53;0.11;0.3;;0.33;;;155;50;163;;1;;0.06;0.12;0.2;0.8;1;;;8;;;0
VALUES; Pavlova, aux fruits et à la crème;12-552;CoFID Table;ToValidate;44.9;0.43;2.7;8.3;42.2;244;1028;1.1;0.1;41;2.5;;1.7;35.9;;0.9;0;;1.9;4.56;0;0;2.88;0.41;0.56;19;41;80;26;6;27;0.25;;0.1;;0.13;;;75;44;82;;0.21;;0.03;0.18;0.2;1;1.2;;;10;0.38;1.3;5
VALUES; Pêche melba, maison;12-594;CoFID Table;ToValidate;70.5;0.27;1.7;10.5;18.1;170;708;0.6;;14.9;3.3;;1.8;6.8;0.5;2.7;;0.4;;6.65;0;0;2.93;0.39;;24.6;40;146;45;9;46;0.28;0.01;0.1;67;0.03;;;73;75;86;0.1;0.49;;0.07;0.14;0.3;0.4;0.7;0.02;0.3;6;0.24;1.6;3
VALUES; Pêches, en conserve dans du jus, contenu entier;14-188;CoFID Table;ToValidate;86.7;0.09;0.6;;9.7;39;165;0;;9.7;2.4;;3.7;3.6;0;0;0;0.8;;;0;0;;;0;0;12;170;4;7;19;0.4;0.04;0.1;4;0.1;;;0;67;11;0;;;0.01;0.01;0.6;0.1;0.7;0.02;0;2;0.06;0.2;6
VALUES;Pêches, en conserve au sirop, contenu entier;14-189;CoFID Table;ToValidate;81.1;0.08;0.5;;14;55;233;0;;14;3.7;;3.6;6.7;0;0;0;0.9;;;0;0;;;0;0;4;110;3;5;11;0.2;;;4;;;;0;75;13;0;;;0.01;0.01;0.6;0.1;0.7;0.02;0;7;0.05;0.1;5
VALUES; Pêches, chair et peau, crues, pesées avec noyau;14-312;CoFID Table;ToValidate;80;0.14;0.9;0.1;6.8;30;128;0;;6.8;1;;1;4.7;0;0;0;1.3;;;0;0;;;0;0;1;140;6;8;20;0.4;0.05;0.1;;0.1;1;3;0;103;17;0;;5.22;0.02;0.04;0.5;0.2;0.7;0.02;0;3;0.15;0.2;28
VALUES; Pêches, crues, chair et peau;14-299;CoFID Table;ToValidate;88.9;0.16;1;0.1;7.6;33;142;0;;7.6;1.1;;1.1;5.2;0;0;0;1.5;;;0;0;;;0;0;1;160;7;9;22;0.4;0.06;0.1;;0.1;1;3;0;114;19;0;;5.8;0.02;0.04;0.6;0.2;0.8;0.02;0;3;0.17;0.2;31
VALUES; Cassant aux arachides, fait maison;17-116;CoFID Table;ToValidate;1.7;1.38;8.6;19;73.8;483;2031;2.1;;71.8;3.8;0;3.8;64.2;0;0;0;2;;5.3;0;0;7.9;4.8;;11;110;240;32;72;140;1.1;0.41;1.2;69;0.69;1;8;38;20;41;0;3.42;;0.38;0.03;4.5;1.8;6.3;0.19;0;36;0.88;24;0
VALUES; Beurre de cacahuète, onctueux;14-892;CoFID Table;ToValidate;1.1;4.17;22.8;51.8;13.1;607;2514;6.4;;6.7;0;;0;6.7;0;0;0;5.4;6.6;12.78;16840;0;19.91;16.84;;0;350;700;37;180;330;2.1;0.7;3;500;1.7;3;;0;0;0;0;4.99;;0.17;0.09;12.5;4.9;17.4;0.58;0;53;1.56;94;0
VALUES; Cacahuètes et raisins secs;14-882;CoFID Table;ToValidate;9.3;2.8;15.4;25.9;37.5;436;1821;3.5;;34;15.2;;15.3;3.5;0;0;0;4.4;;4.9;0;0;12.3;7.3;0;0;28;824;54;133;274;3.07;0.74;2.3;8;1.31;5;;0;5;1;0;5.65;;0.69;0.08;8;3.2;11.2;0.44;0;66;1.56;41.2;0
VALUES; Cacahuètes grillées à sec;14-878;CoFID Table;ToValidate;1.8;4.71;25.7;49.8;10.3;590;2444;6.5;;3.8;0;;0;3.8;0;0;0;6.4;7.6;8.9;0;0;22.8;15.5;0;0;790;730;52;190;420;2.1;0.64;3.3;1140;2.2;3;19;0;0;0;0;1.11;0.31;0.18;0.13;13.1;5.5;18.6;0.54;0;44;1.59;130;0
VALUES; Cacahuètes, noyau seulement, nature, non salées;14-877;CoFID Table;ToValidate;6.3;4.73;25.8;46;12.5;564;2341;6.3;;6.2;0;;0;6.2;0;0;0;6.2;;8.66;12750;350;22.03;13.1;0;0;2;670;60;210;430;2.5;1.02;3.5;7;2.1;3;20;0;0;0;0;10.09;;1.14;0.1;13.8;5.5;19.3;0.59;0;110;2.66;72;0
VALUES; Cacahuètes, en grains seulement, nature, pesées avec leurs coques;14-886;CoFID Table;ToValidate;4.3;3.26;17.7;31.8;8.6;389;1615;4.3;;4.3;0;;0;4.3;0;0;0;4.3;;5.98;0;0;15.2;9.04;0;0;1;460;41;140;300;1.7;0.7;2.4;5;1.4;2;14;0;0;0;0;6.97;;0.79;0.07;9.5;3.8;13.3;0.41;0;76;1.83;49.7;0
VALUES; Cacahuètes, raisins secs et pépites de chocolat;14-894;CoFID Table;ToValidate;7.7;2.21;12.4;25.4;44.4;445;1861;2.4;;42;12.8;;12.9;14.1;;2.3;0;3.4;;;0;0;;;0.04;5.5;45;745;96;107;248;2.87;0.61;1.9;53;0.99;5;;17;10;19;;;;0.51;0.19;5.5;2.8;8.3;0.37;0.5;48;1.25;28.7;
VALUES; Cacahuètes grillées et salées;14-834;CoFID Table;ToValidate;1.9;4.53;24.7;53;7.1;602;2495;3.3;;3.8;0;;0;3.8;0;0;0;6;8;9.5;0;0;24.2;16.5;0;0;400;810;37;180;410;1.3;0.54;2.9;660;1.9;4;19;0;0;0;0;0.66;;0.18;0.1;13.6;5.3;18.9;0.63;0;52;1.7;102;0
VALUES; Poires, moyennes, chair et peau, crues, pesées avec noyau et tige;14-361;CoFID Table;ToValidate;72.4;0.04;0.3;0.1;9.2;37;156;0;;9.2;2.6;0;5.6;1;0;0;;1.4;2.3;0.01;0;0;0.03;0.03;0;0;1;89;6;5;8;0.12;0.04;0.1;55;0.04;;1;0;12;2;0;0.1;3.06;0.03;0.03;0.1;0.1;0.2;0.03;0;5;0.07;0.3;3
VALUES; Poires, moyennes, crues, chair seulement;14-365;CoFID Table;ToValidate;85.2;0.05;0.3;0.1;11.3;44;190;0;;11.3;3.2;;6.9;1.2;0;0;0;1.6;2.7;0.01;0;0;0.03;0.03;0;0;1;105;7;5;9;0.14;0.05;0.1;64;0.05;;1;0;15;3;0;;3.6;0.03;0.04;0.2;0.1;0.3;0.04;0;6;0.08;0.3;3
VALUES; Poires, moyennes, compotées avec du sucre;14-367;CoFID Table;ToValidate;78.9;0.04;0.2;0.1;18.8;72;308;0;;18.8;2.5;;5.4;10.9;0;0;0;1.3;2.1;0.01;0;0;0.02;0.02;0;0;1;83;6;4;7;0.13;0.05;0.1;50;0.04;;1;0;12;2;0;;;0.02;0.02;0.1;0.1;0.2;0.03;0;1;0.05;0.2;2
VALUES; Poires, moyennes, compotées sans sucre;14-368;CoFID Table;ToValidate;87.2;0.04;0.3;0.1;9.8;38;165;0;;9.8;2.8;;6;1;0;0;0;1.4;2.3;0.01;0;0;0.03;0.03;0;0;1;91;6;4;8;0.12;0.04;0.1;55;0.04;;1;0;13;3;0;;;0.03;0.03;0.2;0.1;0.3;0.03;0;5;0.07;0.3;3
VALUES; Poires, en conserve dans leur jus, contenu entier;14-197;CoFID Table;ToValidate;86.8;0.04;0.3;;8.5;33;141;0;;8.5;2.3;;5.7;0.6;0;0;0;1.4;;;0;0;;;0;0;3;81;6;5;10;0.2;;0.1;3;;;;0;;;0;;;0.01;0.01;0.2;;0.2;0.03;0;4;0.04;0.2;3
VALUES; Poires séchées;14-196;CoFID Table;ToValidate;18.4;0.25;1.6;0.5;52.4;207;884;0;;52.4;11.9;;36.8;3.6;0;0;;8.3;;;0;0;;;;0;15;750;55;35;65;1;0.3;0.5;5;0.2;2;5;0;91;15;0;;;;;;;;;0;;;;
VALUES; Poires, Nashi, chair et peau, crues;14-205;CoFID Table;ToValidate;87.1;0.05;0.3;0.1;7.1;29;122;0;;7.1;2.2;;4.9;;0;0;;1.5;;;0;0;;;;0;6;110;5;7;11;0.1;0.08;0.1;1;0.1;;1;0;;;0;0.5;;0.03;0.03;0.3;;0.3;0.04;0;3;0.07;0.2;4
VALUES; Poires, Nashi, chair et peau, crues, pesées avec le trognon;14-206;CoFID Table;ToValidate;77.5;0.04;0.3;0.1;6.3;26;110;0;;6.3;2;;4.4;;0;0;;1.3;;;0;0;;;;0;5;98;4;6;10;0.1;0.07;0.1;1;0.1;;1;0;;;0;0.45;;0.03;0.03;0.3;;0.3;0.04;0;3;0.06;0.2;4
VALUES;Poires, crues, chair et peau;14-321;CoFID Table;ToValidate;85.2;0.05;0.3;0.1;10.9;43;182;0;;10.9;3.1;;6.6;1.2;0;0;0;1.6;2.7;0.01;0;0;0.03;0.03;0;0;1;105;7;5;9;0.14;0.05;0.1;64;0.05;;1;0;14;2;0;0.12;3.6;0.03;0.04;0.2;0.1;0.3;0.04;0;6;0.08;0.3;3
VALUES; Poires, crues, chair uniquement, pelées, pesées avec la peau et le cœur;14-366;CoFID Table;ToValidate;59.6;0.04;0.2;0.1;7.9;31;133;0;;7.9;2.3;;4.8;0.8;0;0;0;1.1;1.9;0.01;0;0;0.02;0.02;0;0;1;74;5;4;6;0.1;0.04;0.1;45;0.04;;1;0;11;2;0;;;0.02;0.03;0.1;0.1;0.2;0.03;0;4;0.06;0.2;2
VALUES; Petits pois bouillis dans de l'eau non salée;13-439;CoFID Table;ToValidate;75.6;1.07;6.7;1.6;10;79;329;7.6;1.2;1.2;;0;;1.2;0;0;0;4.5;5.6;0.3;0;0;0.2;0.8;;0;;230;19;29;130;1.5;0.03;1;8;0.4;;2;0;250;42;0;0.21;39;0.7;0.03;1.8;1.1;2.9;0.09;0;27;0.15;0.4;16
VALUES; Petits pois, en conserve dans l'eau, réchauffés, égouttés;13-564;CoFID Table;ToValidate;77.9;0.85;5.3;0.9;8;59;251;6.3;;1.7;;0;;1.7;0;0;0;5.1;5.3;0.2;0;0;0.1;0.4;;0;;130;30;20;81;1.9;0.02;0.6;;0.2;;;0;534;89;0;0.22;30.4;0.09;0.07;1.2;0.9;2.1;0.06;0;25;0.04;;1
VALUES; Petits pois, séchés, bouillis dans de l'eau non salée;13-131;CoFID Table;ToValidate;70.3;1.11;6.9;0.8;19.9;109;465;18.2;;0.9;;0;;0.8;0;0;;5.5;;0.3;0;0;0.1;0.4;;0;13;270;24;30;110;1.4;0.06;1;9;0.5;1;2;0;78;13;0;0.34;;0.11;0.07;1;1.1;2.1;0.03;0;;0.41;;
VALUES; Petits pois, séchés, crus;13-130;CoFID Table;ToValidate;13.3;3.45;21.6;2.4;52;303;1288;47.6;;2.4;0.1;0;0.1;2.2;0;0;;13;;0.4;0;0;0.3;1.2;;0;38;990;61;120;300;4.7;0.17;3.7;60;1.4;3;7;0;245;41;0;1.04;;0.6;0.3;3;3.5;6.5;0.13;0;;2;;
VALUES; Petits pois, surgelés, bouillis dans de l'eau non salée;13-536;CoFID Table;ToValidate;76.6;0.88;5.5;0.7;11.2;70;299;5.3;;5.9;;0;;5.9;0;0;0;4;5.5;0.14;0;0;0.07;0.38;;0;4;177;37;27;90;1.82;0.13;0.8;59;0.36;;2;0;276;46;0;0.12;;0.4;0.07;1.7;0.8;2.5;0.07;0;31;0.09;0.4;12
VALUES; Petits pois, surgelés, cuits au micro-ondes;13-528;CoFID Table;ToValidate;77.6;0.91;5.7;0.9;10.8;71;303;4.2;;6.6;;;;6.6;0;0;0;4.5;5.6;0.17;0;0;0.09;0.46;;0;4;179;36;27;91;1.75;0.14;0.8;73;0.35;;2;0;285;48;0;0.14;;0.59;0.08;2.2;0.8;3;0.11;0;60;0.1;0.4;17
